사차, 74, 185
파아, 50, 190
카아, 69, 162
자사, 53, 188
다라, 54, 171
사사, 86, 195
자가, 44, 179
바마, 96, 150
라파, 74, 196
다아, 72, 195
나다, 75, 140
하바, 64, 162
파나, 92, 157
카카, 52, 166
마카, 66, 149
가하, 68, 178
사마, 74, 194
가아, 83, 152
다마, 72, 194
사카, 71, 170
타사, 80, 172
가나, 58, 142
나파, 70, 145
타파, 47, 172
나파, 45, 171
다아, 42, 182
파하, 52, 197
타타, 80, 179
파자, 79, 141
카다, 61, 185
가파, 76, 159
다카, 99, 185
마가, 80, 174
하하, 54, 179
사아, 41, 170
카나, 59, 147
라사, 66, 182
아마, 76, 159
카사, 73, 199
가하, 80, 195
하타, 96, 155
아사, 68, 178
하마, 70, 197
하하, 60, 192
파타, 58, 142
사하, 63, 170
라바, 87, 146
파타, 50, 169
파바, 50, 145
가라, 73, 171
파가, 58, 148
파가, 67, 181
파타, 90, 154
사차, 62, 145
타아, 71, 155
타가, 76, 160
마카, 43, 165
나하, 78, 191
사사, 50, 196
가하, 42, 144
차바, 71, 182
아다, 98, 198
파다, 63, 167
카나, 62, 184
파라, 92, 172
가다, 58, 165
타하, 43, 188
마타, 93, 191
타하, 69, 141
카카, 44, 146
카아, 97, 158
아자, 44, 181
파사, 90, 155
라타, 83, 196
타차, 52, 174
다아, 75, 167
타사, 45, 140
사가, 85, 192
카나, 81, 143
하마, 48, 168
나카, 49, 165
아사, 47, 190
나자, 93, 198
사라, 53, 171
사타, 62, 140
차자, 57, 182
아다, 77, 192
가타, 74, 146
하라, 42, 148
차나, 78, 178
타아, 73, 168
바아, 50, 161
바가, 73, 188
하아, 69, 141
파마, 67, 180
사카, 41, 167
나다, 78, 156
바나, 47, 180
라다, 60, 176
차다, 58, 191
사가, 41, 180
파마, 49, 143
나라, 99, 155
사나, 92, 186
하파, 60, 146
하차, 57, 176
라바, 60, 143
가사, 66, 182
가다, 78, 194
바가, 89, 145
타카, 93, 167
사차, 75, 160
사사, 59, 149
다아, 50, 163
아라, 84, 154
타사, 70, 168
타나, 57, 198
자다, 51, 159
자하, 73, 155
아차, 78, 195
바카, 55, 198
카하, 79, 148
사하, 49, 176
마타, 91, 199
파아, 57, 160
타사, 51, 162
나하, 79, 164
라아, 49, 194
하타, 90, 149
사사, 73, 199
다하, 54, 169
바카, 88, 165
라자, 75, 151
카하, 82, 146
나자, 96, 158
나바, 45, 169
나하, 78, 181
마바, 58, 167
다다, 65, 194
타다, 44, 162
아다, 45, 161
라하, 57, 142
타마, 73, 175
타타, 84, 156
다바, 57, 149
카하, 53, 163
가나, 57, 146
마나, 58, 169
카바, 72, 146
하하, 70, 159
하가, 87, 157
타나, 83, 190
다사, 62, 195
가자, 47, 189
가자, 74, 170
파가, 58, 194
카나, 87, 146
다아, 42, 188
마차, 84, 193
파라, 57, 144
마바, 69, 182
마하, 74, 173
차나, 48, 151
하사, 63, 155
바타, 68, 174
라나, 63, 162
아바, 95, 174
파마, 99, 172
가파, 46, 180
라마, 75, 185
하자, 79, 147
아아, 76, 181
나가, 98, 170
다나, 84, 196
자바, 94, 151
바다, 70, 155
카라, 64, 153
가타, 75, 186
다바, 79, 166
파바, 91, 161
파나, 97, 187
라차, 46, 159
자아, 91, 162
아다, 86, 169
아하, 82, 159
하자, 44, 179
라자, 40, 176
다마, 73, 188
라타, 40, 163
마가, 93, 173
아자, 97, 152
파나, 42, 182
사카, 82, 172
아가, 41, 190
타사, 82, 147
차파, 78, 186
바하, 67, 159
타타, 56, 148
하차, 67, 160
타타, 63, 196
사타, 87, 174
가파, 46, 149
하아, 96, 146
사나, 55, 151
가파, 58, 188
가자, 85, 169
자차, 68, 197
아가, 68, 193
아마, 58, 151
바가, 46, 198
카나, 71, 160
라나, 71, 172
나다, 92, 193
하하, 93, 144
차파, 46, 183
바마, 61, 158
아아, 73, 190
다카, 68, 189
사가, 43, 189
라사, 54, 177
자라, 98, 186
하사, 98, 181
가바, 51, 190
아아, 69, 141
파하, 71, 191
바사, 84, 198
하카, 40, 169
차다, 51, 141
사다, 84, 149
하나, 80, 195
바타, 98, 148
바카, 74, 187
아다, 51, 189
차파, 74, 145
아라, 67, 167
아라, 81, 181
하바, 85, 199
사하, 72, 180
다다, 48, 184
차타, 55, 146
마하, 41, 160
라가, 53, 196
카사, 61, 173
사파, 82, 141
가아, 54, 154
차사, 89, 193
타파, 57, 179
사타, 91, 178
카차, 46, 188
마바, 50, 173
아나, 51, 180
라자, 76, 189
다차, 99, 155
차파, 96, 194
라마, 59, 183
마아, 86, 158
아나, 54, 157
가파, 78, 152
자자, 82, 149
나라, 86, 198
타아, 86, 184
자사, 78, 142
나가, 60, 143
마마, 80, 183
마라, 83, 159
다라, 66, 145
바하, 42, 173
타하, 44, 140
사다, 44, 191
차나, 92, 157
카자, 93, 184
바파, 54, 166
파카, 81, 170
사파, 42, 184
파파, 49, 194
아아, 86, 173
차마, 46, 163
카카, 42, 169
차차, 85, 152
나다, 42, 145
하마, 69, 156
자카, 49, 162
타자, 74, 199
자다, 58, 161
라바, 62, 161
마아, 56, 162
사자, 99, 196
바나, 40, 172
바다, 47, 199
자카, 78, 163
사사, 55, 199
하차, 70, 150
가사, 58, 149
바파, 70, 150
라파, 72, 143
아바, 44, 157
바마, 71, 163
아바, 79, 141
다라, 48, 163
가마, 43, 186
가파, 62, 181
하가, 91, 190
아다, 66, 168
가아, 41, 183
차마, 62, 159
다하, 93, 152
하차, 70, 193
마나, 73, 164
바가, 94, 140
바가, 93, 142
마차, 48, 158
타하, 90, 196
가라, 78, 157
바아, 62, 187
바다, 97, 185
타마, 74, 169
하아, 69, 169
파타, 51, 184
파파, 75, 167
자차, 70, 145
하다, 82, 145
타자, 55, 148
라자, 99, 192
파타, 49, 163
나마, 81, 144
아나, 48, 197
파아, 58, 197
바하, 79, 158
사바, 73, 161
카카, 52, 193
차타, 86, 197
라가, 66, 187
바나, 88, 166
가하, 49, 193
타타, 95, 177
가자, 96, 150
가라, 58, 181
가다, 64, 182
타차, 98, 199
파마, 56, 151
하하, 84, 184
라사, 77, 198
사차, 84, 151
차파, 92, 196
마사, 64, 142
사타, 48, 176
타아, 70, 143
자카, 50, 172
카자, 92, 169
바카, 44, 187
자다, 85, 149
파가, 95, 187
다차, 59, 172
하나, 64, 175
아마, 61, 165
사바, 93, 140
나다, 56, 152
다아, 91, 152
차차, 53, 154
사하, 84, 192
차라, 89, 189
아마, 75, 192
사가, 46, 161
아나, 77, 168
하바, 51, 193
나라, 79, 181
라아, 96, 160
사다, 54, 151
바아, 47, 194
가바, 70, 166
차라, 90, 173
파차, 49, 175
바나, 61, 178
카카, 58, 158
자파, 85, 197
사파, 83, 164
타나, 52, 192
마자, 73, 171
나아, 54, 151
하다, 80, 151
마사, 95, 185
바타, 53, 143
나사, 65, 193
나아, 76, 143
사파, 47, 182
파바, 46, 145
나타, 64, 172
아타, 87, 142
나마, 92, 179
나자, 88, 182
자차, 77, 173
가파, 72, 154
가마, 57, 185
라아, 92, 191
사타, 71, 148
사하, 98, 175
하자, 54, 164
타라, 77, 191
카파, 60, 150
나하, 55, 187
마다, 88, 167
파아, 76, 194
카라, 92, 173
하자, 72, 189
타카, 41, 143
파나, 91, 176
타가, 68, 198
타하, 59, 176
다카, 74, 160
아아, 76, 163
파아, 60, 145
타가, 76, 168
사아, 77, 145
자바, 78, 191
가파, 66, 191
다파, 88, 173
자아, 86, 150
라카, 59, 196
가사, 66, 199
아바, 77, 152
파아, 91, 146
다라, 79, 199
나하, 60, 199
파차, 77, 149
파사, 69, 150
나아, 50, 194
다하, 44, 181
차타, 80, 162
가마, 77, 180
마파, 62, 186
타타, 45, 186
라다, 44, 173
차라, 79, 140
타카, 42, 199
라카, 71, 152
자카, 77, 175
파다, 45, 169
바라, 68, 144
마다, 87, 162
다라, 70, 180
라사, 72, 186
자하, 42, 176
하사, 94, 183
라가, 54, 162
아가, 97, 173
사가, 80, 143
타하, 60, 197
마타, 78, 155
다라, 68, 179
라나, 62, 160
하바, 45, 167
라파, 68, 181
다바, 54, 144
나하, 83, 173
아바, 83, 191
다라, 90, 148
아파, 65, 176
사마, 45, 142
사자, 87, 156
가가, 52, 145
마바, 80, 159
카타, 86, 178
차사, 62, 149
자카, 82, 196
자하, 80, 158
가나, 96, 194
바사, 83, 173
나아, 78, 162
아타, 63, 181
파파, 73, 165
파사, 55, 145
바가, 78, 182
타타, 47, 196
하가, 62, 156
차마, 40, 190
파타, 87, 167
사자, 79, 198
라하, 72, 198
자차, 90, 184
하가, 54, 181
파차, 87, 192
가파, 42, 163
하하, 93, 148
가차, 87, 170
다바, 57, 171
자차, 56, 159
가타, 48, 182
바마, 64, 188
카바, 55, 183
차타, 61, 154
라카, 87, 188
자파, 62, 195
차마, 58, 163
마마, 71, 184
라하, 73, 186
마하, 59, 194
하가, 58, 148
바하, 76, 152
아라, 69, 168
다나, 82, 169
차하, 76, 188
가나, 58, 169
사하, 68, 188
타나, 65, 174
카마, 40, 175
자하, 86, 199
아마, 72, 145
마차, 44, 197
카카, 79, 161
파바, 92, 179
차차, 64, 175
아다, 84, 199
아하, 82, 184
다나, 48, 172
하바, 53, 190
타카, 90, 162
바나, 73, 170
바자, 55, 159
마아, 60, 148
다자, 87, 143
바라, 94, 142
하가, 91, 155
바아, 49, 197
하하, 68, 140
가자, 59, 166
마나, 69, 178
나라, 63, 193
바자, 98, 191
가차, 67, 153
차카, 89, 172
다나, 55, 156
타다, 93, 166
카차, 73, 196
라다, 76, 142
타아, 79, 183
사자, 46, 150
마라, 92, 145
라사, 87, 179
파가, 48, 186
차자, 56, 152
나다, 77, 153
카카, 52, 174
가하, 60, 166
라타, 67, 184
바다, 83, 147
가아, 68, 148
나사, 64, 179
마아, 68, 192
다자, 95, 182
하카, 44, 182
하카, 40, 148
차카, 49, 187
파라, 85, 173
차파, 44, 178
마바, 45, 169
마하, 89, 180
바라, 91, 185
바하, 88, 146
라카, 64, 175
하바, 99, 164
하마, 55, 160
아가, 96, 199
아차, 46, 156
바라, 61, 183
파아, 70, 198
바라, 80, 159
마하, 43, 161
가아, 97, 180
카아, 51, 145
카차, 80, 170
